MPS4000 Validation Report
S/N:,251
Date,2015/01/01
Time,04:55:44
Channels,64
Pressures,15
Temperatures,3
Error Limit,0.06
 ,Temp,Full Scale,Target,Source,MPS,,Percent
Chan,Deg C,Pressure,Pressure,Pressure,Pressure,Delta,Error
23,16.50,1.000,-0.285714,-0.285719,-0.285793,-0.000075,-0.007,pass
23,16.53,1.000,-0.428571,-0.428603,-0.428705,-0.000102,-0.010,pass
23,16.53,1.000,-0.571429,-0.571410,-0.571558,-0.000148,-0.015,pass
23,16.53,1.000,-0.714286,-0.714308,-0.714500,-0.000192,-0.019,pass
23,16.50,1.000,-0.857143,-0.857100,-0.857250,-0.000150,-0.015,pass
23,16.53,1.000,-1.000000,-1.000009,-1.000187,-0.000177,-0.018,pass
24,16.53,1.000,0.000000,0.000005,-0.000008,-0.000013,-0.001,pass
24,16.53,1.000,0.142857,0.142918,0.142927,0.000009,0.001,pass
24,16.53,1.000,0.285714,0.285667,0.285752,0.000085,0.008,pass
24,16.50,1.000,0.428571,0.428620,0.428675,0.000055,0.005,pass
24,16.53,1.000,0.571429,0.571409,0.571454,0.000045,0.004,pass
24,16.56,1.000,0.714286,0.714302,0.714299,-0.000003,-0.000,pass
24,16.53,1.000,0.857143,0.857110,0.857259,0.000149,0.015,pass
24,16.50,1.000,1.000000,0.999998,1.000092,0.000094,0.009,pass
24,16.53,1.000,-0.142857,-0.142903,-0.142934,-0.000031,-0.003,pass
24,16.50,1.000,-0.285714,-0.285719,-0.285762,-0.000043,-0.004,pass
24,16.53,1.000,-0.428571,-0.428603,-0.428658,-0.000055,-0.006,pass
24,16.53,1.000,-0.571429,-0.571410,-0.571481,-0.000070,-0.007,pass
24,16.53,1.000,-0.714286,-0.714308,-0.714398,-0.000091,-0.009,pass
24,16.50,1.000,-0.857143,-0.857100,-0.857158,-0.000057,-0.006,pass
24,16.53,1.000,-1.000000,-1.000009,-1.000169,-0.000160,-0.016,pass
25,16.53,1.000,0.000000,0.000005,0.000003,-0.000002,-0.000,pass
25,16.53,1.000,0.142857,0.142918,0.142963,0.000046,0.005,pass
25,16.53,1.000,0.285714,0.285667,0.285824,0.000156,0.016,pass
25,16.50,1.000,0.428571,0.428620,0.428746,0.000126,0.013,pass
25,16.53,1.000,0.571429,0.571409,0.571520,0.000111,0.011,pass
25,16.56,1.000,0.714286,0.714302,0.714343,0.000041,0.004,pass
25,16.53,1.000,0.857143,0.857110,0.857160,0.000050,0.005,pass
25,16.50,1.000,1.000000,0.999998,1.000007,0.000008,0.001,pass
25,16.53,1.000,-0.142857,-0.142903,-0.142906,-0.000003,-0.000,pass
25,16.50,1.000,-0.285714,-0.285719,-0.285730,-0.000011,-0.001,pass
25,16.53,1.000,-0.428571,-0.428603,-0.428704,-0.000101,-0.010,pass
25,16.53,1.000,-0.571429,-0.571410,-0.571529,-0.000119,-0.012,pass
25,16.53,1.000,-0.714286,-0.714308,-0.714463,-0.000155,-0.015,pass
25,16.50,1.000,-0.857143,-0.857100,-0.857212,-0.000112,-0.011,pass
25,16.53,1.000,-1.000000,-1.000009,-1.000162,-0.000152,-0.015,pass
26,16.53,1.000,0.000000,0.000005,0.000026,0.000021,0.002,pass
26,16.53,1.000,0.142857,0.142918,0.142951,0.000033,0.003,pass
26,16.53,1.000,0.285714,0.285667,0.285813,0.000146,0.015,pass
26,16.50,1.000,0.428571,0.428620,0.428749,0.000129,0.013,pass
26,16.53,1.000,0.571429,0.571409,0.571503,0.000094,0.009,pass
26,16.56,1.000,0.714286,0.714302,0.714376,0.000074,0.007,pass
26,16.53,1.000,0.857143,0.857110,0.857321,0.000211,0.021,pass
26,16.50,1.000,1.000000,0.999998,1.000042,0.000044,0.004,pass
26,16.53,1.000,-0.142857,-0.142903,-0.142900,0.000003,0.000,pass
26,16.50,1.000,-0.285714,-0.285719,-0.285734,-0.000015,-0.002,pass
26,16.53,1.000,-0.428571,-0.428603,-0.428606,-0.000003,-0.000,pass
26,16.53,1.000,-0.571429,-0.571410,-0.571442,-0.000032,-0.003,pass
26,16.53,1.000,-0.714286,-0.714308,-0.714437,-0.000130,-0.013,pass
26,16.50,1.000,-0.857143,-0.857100,-0.857146,-0.000045,-0.005,pass
26,16.53,1.000,-1.000000,-1.000009,-1.000163,-0.000154,-0.015,pass
27,16.53,1.000,0.000000,0.000005,0.000033,0.000028,0.003,pass
27,16.53,1.000,0.142857,0.142918,0.142993,0.000076,0.008,pass
27,16.53,1.000,0.285714,0.285667,0.285790,0.000123,0.012,pass
27,16.50,1.000,0.428571,0.428620,0.428731,0.000111,0.011,pass
27,16.53,1.000,0.571429,0.571409,0.571549,0.000140,0.014,pass
27,16.56,1.000,0.714286,0.714302,0.714333,0.000031,0.003,pass
27,16.53,1.000,0.857143,0.857110,0.857297,0.000187,0.019,pass
27,16.50,1.000,1.000000,0.999998,1.000031,0.000032,0.003,pass
27,16.53,1.000,-0.142857,-0.142903,-0.142872,0.000032,0.003,pass
27,16.50,1.000,-0.285714,-0.285719,-0.285771,-0.000052,-0.005,pass
27,16.53,1.000,-0.428571,-0.428603,-0.428671,-0.000068,-0.007,pass
27,16.53,1.000,-0.571429,-0.571410,-0.571455,-0.000045,-0.004,pass
27,16.53,1.000,-0.714286,-0.714308,-0.714373,-0.000065,-0.007,pass
27,16.50,1.000,-0.857143,-0.857100,-0.857113,-0.000012,-0.001,pass
27,16.53,1.000,-1.000000,-1.000009,-1.000073,-0.000063,-0.006,pass
28,16.53,1.000,0.000000,0.000005,0.000030,0.000025,0.003,pass
28,16.53,1.000,0.142857,0.142918,0.142908,-0.000009,-0.001,pass
28,16.53,1.000,0.285714,0.285667,0.285769,0.000102,0.010,pass
28,16.50,1.000,0.428571,0.428620,0.428685,0.000065,0.006,pass
28,16.53,1.000,0.571429,0.571409,0.571455,0.000046,0.005,pass
28,16.56,1.000,0.714286,0.714302,0.714302,-0.000000,-0.000,pass
28,16.53,1.000,0.857143,0.857110,0.857184,0.000074,0.007,pass
28,16.50,1.000,1.000000,0.999998,1.000406,0.000408,0.041,pass
28,16.53,1.000,-0.142857,-0.142903,-0.142910,-0.000007,-0.001,pass
28,16.50,1.000,-0.285714,-0.285719,-0.285743,-0.000024,-0.002,pass
28,16.53,1.000,-0.428571,-0.428603,-0.428641,-0.000037,-0.004,pass
28,16.53,1.000,-0.571429,-0.571410,-0.571437,-0.000027,-0.003,pass
28,16.53,1.000,-0.714286,-0.714308,-0.714394,-0.000086,-0.009,pass
28,16.50,1.000,-0.857143,-0.857100,-0.857102,-0.000001,-0.000,pass
28,16.53,1.000,-1.000000,-1.000009,-1.000126,-0.000116,-0.012,pass
29,16.44,1.000,0.000000,0.000005,0.000015,0.000010,0.001,pass
29,16.44,1.000,0.142857,0.142918,0.142952,0.000034,0.003,pass
29,16.44,1.000,0.285714,0.285667,0.285853,0.000186,0.019,pass
29,16.44,1.000,0.428571,0.428620,0.428759,0.000138,0.014,pass
29,16.44,1.000,0.571429,0.571409,0.571509,0.000100,0.010,pass
29,16.50,1.000,0.714286,0.714302,0.714382,0.000080,0.008,pass
29,16.44,1.000,0.857143,0.857110,0.857331,0.000221,0.022,pass
29,16.44,1.000,1.000000,0.999998,1.000079,0.000081,0.008,pass
29,16.44,1.000,-0.142857,-0.142903,-0.142928,-0.000025,-0.003,pass
29,16.44,1.000,-0.285714,-0.285719,-0.285760,-0.000041,-0.004,pass
29,16.44,1.000,-0.428571,-0.428603,-0.428602,0.000002,0.000,pass
29,16.44,1.000,-0.571429,-0.571410,-0.571396,0.000014,0.001,pass
29,16.44,1.000,-0.714286,-0.714308,-0.714356,-0.000048,-0.005,pass
29,16.44,1.000,-0.857143,-0.857100,-0.857148,-0.000047,-0.005,pass
29,16.44,1.000,-1.000000,-1.000009,-1.000054,-0.000045,-0.005,pass
30,16.44,1.000,0.000000,0.000005,0.000008,0.000003,0.000,pass
30,16.44,1.000,0.142857,0.142918,0.142988,0.000070,0.007,pass
30,16.44,1.000,0.285714,0.285667,0.285873,0.000205,0.021,pass
30,16.44,1.000,0.428571,0.428620,0.428803,0.000182,0.018,pass
30,16.44,1.000,0.571429,0.571409,0.571537,0.000127,0.013,pass
30,16.50,1.000,0.714286,0.714302,0.714433,0.000131,0.013,pass
30,16.44,1.000,0.857143,0.857110,0.857330,0.000220,0.022,pass
30,16.44,1.000,1.000000,0.999998,1.000469,0.000471,0.047,pass
30,16.44,1.000,-0.142857,-0.142903,-0.142974,-0.000071,-0.007,pass
30,16.44,1.000,-0.285714,-0.285719,-0.285805,-0.000086,-0.009,pass
30,16.44,1.000,-0.428571,-0.428603,-0.428668,-0.000065,-0.007,pass
30,16.44,1.000,-0.571429,-0.571410,-0.571449,-0.000039,-0.004,pass
30,16.44,1.000,-0.714286,-0.714308,-0.714469,-0.000162,-0.016,pass
30,16.44,1.000,-0.857143,-0.857100,-0.857202,-0.000101,-0.010,pass
30,16.44,1.000,-1.000000,-1.000009,-1.000083,-0.000074,-0.007,pass
31,16.44,1.000,0.000000,0.000005,-0.000004,-0.000008,-0.001,pass
31,16.44,1.000,0.142857,0.142918,0.142962,0.000044,0.004,pass
31,16.44,1.000,0.285714,0.285667,0.285729,0.000062,0.006,pass
31,16.44,1.000,0.428571,0.428620,0.428642,0.000021,0.002,pass
31,16.44,1.000,0.571429,0.571409,0.571360,-0.000049,-0.005,pass
31,16.50,1.000,0.714286,0.714302,0.714171,-0.000131,-0.013,pass
31,16.44,1.000,0.857143,0.857110,0.857103,-0.000007,-0.001,pass
31,16.44,1.000,1.000000,0.999998,1.000003,0.000005,0.000,pass
31,16.44,1.000,-0.142857,-0.142903,-0.142913,-0.000010,-0.001,pass
31,16.44,1.000,-0.285714,-0.285719,-0.285769,-0.000050,-0.005,pass
31,16.44,1.000,-0.428571,-0.428603,-0.428636,-0.000033,-0.003,pass
31,16.44,1.000,-0.571429,-0.571410,-0.571445,-0.000035,-0.003,pass
31,16.44,1.000,-0.714286,-0.714308,-0.714427,-0.000119,-0.012,pass
31,16.44,1.000,-0.857143,-0.857100,-0.857208,-0.000107,-0.011,pass
31,16.44,1.000,-1.000000,-1.000009,-1.000089,-0.000079,-0.008,pass
32,16.44,1.000,0.000000,0.000005,0.000025,0.000020,0.002,pass
32,16.44,1.000,0.142857,0.142918,0.142968,0.000050,0.005,pass
32,16.44,1.000,0.285714,0.285667,0.285872,0.000205,0.020,pass
32,16.44,1.000,0.428571,0.428620,0.428776,0.000155,0.016,pass
32,16.44,1.000,0.571429,0.571409,0.571558,0.000149,0.015,pass
32,16.50,1.000,0.714286,0.714302,0.714401,0.000099,0.010,pass
32,16.44,1.000,0.857143,0.857110,0.857405,0.000295,0.029,pass
32,16.44,1.000,1.000000,0.999998,1.000147,0.000149,0.015,pass
32,16.44,1.000,-0.142857,-0.142903,-0.142890,0.000014,0.001,pass
32,16.44,1.000,-0.285714,-0.285719,-0.285749,-0.000030,-0.003,pass
32,16.44,1.000,-0.428571,-0.428603,-0.428606,-0.000002,-0.000,pass
32,16.44,1.000,-0.571429,-0.571410,-0.571402,0.000008,0.001,pass
32,16.44,1.000,-0.714286,-0.714308,-0.714347,-0.000039,-0.004,pass
32,16.44,1.000,-0.857143,-0.857100,-0.857149,-0.000049,-0.005,pass
32,16.44,1.000,-1.000000,-1.000009,-1.000090,-0.000080,-0.008,pass
33,16.44,1.000,0.000000,0.000005,0.000001,-0.000004,-0.000,pass
33,16.50,1.000,0.142857,0.142918,0.142928,0.000010,0.001,pass
33,16.44,1.000,0.285714,0.285667,0.285765,0.000098,0.010,pass
33,16.44,1.000,0.428571,0.428620,0.428670,0.000049,0.005,pass
33,16.44,1.000,0.571429,0.571409,0.571409,-0.000000,-0.000,pass
33,16.44,1.000,0.714286,0.714302,0.714339,0.000037,0.004,pass
33,16.50,1.000,0.857143,0.857110,0.857236,0.000126,0.013,pass
33,16.44,1.000,1.000000,0.999998,1.000082,0.000084,0.008,pass
33,16.50,1.000,-0.142857,-0.142903,-0.142910,-0.000006,-0.001,pass
33,16.50,1.000,-0.285714,-0.285719,-0.285791,-0.000072,-0.007,pass
33,16.44,1.000,-0.428571,-0.428603,-0.428603,0.000000,0.000,pass
33,16.56,1.000,-0.571429,-0.571410,-0.571440,-0.000029,-0.003,pass
33,16.44,1.000,-0.714286,-0.714308,-0.714250,0.000058,0.006,pass
33,16.38,1.000,-0.857143,-0.857100,-0.857127,-0.000026,-0.003,pass
33,16.50,1.000,-1.000000,-1.000009,-1.000059,-0.000050,-0.005,pass
34,16.44,1.000,0.000000,0.000005,0.000005,-0.000000,-0.000,pass
34,16.50,1.000,0.142857,0.142918,0.142971,0.000054,0.005,pass
34,16.44,1.000,0.285714,0.285667,0.285780,0.000113,0.011,pass
34,16.44,1.000,0.428571,0.428620,0.428720,0.000099,0.010,pass
34,16.44,1.000,0.571429,0.571409,0.571513,0.000104,0.010,pass
34,16.44,1.000,0.714286,0.714302,0.714328,0.000026,0.003,pass
34,16.50,1.000,0.857143,0.857110,0.857176,0.000066,0.007,pass
34,16.44,1.000,1.000000,0.999998,1.000029,0.000031,0.003,pass
34,16.50,1.000,-0.142857,-0.142903,-0.142846,0.000057,0.006,pass
34,16.50,1.000,-0.285714,-0.285719,-0.285735,-0.000016,-0.002,pass
34,16.44,1.000,-0.428571,-0.428603,-0.428622,-0.000019,-0.002,pass
34,16.56,1.000,-0.571429,-0.571410,-0.571426,-0.000016,-0.002,pass
34,16.44,1.000,-0.714286,-0.714308,-0.714284,0.000023,0.002,pass
34,16.38,1.000,-0.857143,-0.857100,-0.857199,-0.000098,-0.010,pass
34,16.50,1.000,-1.000000,-1.000009,-1.000129,-0.000120,-0.012,pass
35,16.44,1.000,0.000000,0.000005,-0.000007,-0.000012,-0.001,pass
35,16.50,1.000,0.142857,0.142918,0.143034,0.000116,0.012,pass
35,16.44,1.000,0.285714,0.285667,0.285844,0.000176,0.018,pass
35,16.44,1.000,0.428571,0.428620,0.428810,0.000189,0.019,pass
35,16.44,1.000,0.571429,0.571409,0.571479,0.000070,0.007,pass
35,16.44,1.000,0.714286,0.714302,0.714332,0.000030,0.003,pass
35,16.50,1.000,0.857143,0.857110,0.857209,0.000099,0.010,pass
35,16.44,1.000,1.000000,0.999998,0.999999,0.000001,0.000,pass
35,16.50,1.000,-0.142857,-0.142903,-0.142903,0.000000,0.000,pass
35,16.50,1.000,-0.285714,-0.285719,-0.285800,-0.000081,-0.008,pass
35,16.44,1.000,-0.428571,-0.428603,-0.428671,-0.000067,-0.007,pass
35,16.56,1.000,-0.571429,-0.571410,-0.571509,-0.000099,-0.010,pass
35,16.44,1.000,-0.714286,-0.714308,-0.714404,-0.000096,-0.010,pass
35,16.38,1.000,-0.857143,-0.857100,-0.857264,-0.000164,-0.016,pass
35,16.50,1.000,-1.000000,-1.000009,-1.000212,-0.000203,-0.020,pass
36,16.44,1.000,0.000000,0.000005,-0.000026,-0.000031,-0.003,pass
36,16.50,1.000,0.142857,0.142918,0.142933,0.000015,0.002,pass
36,16.44,1.000,0.285714,0.285667,0.285706,0.000039,0.004,pass
36,16.44,1.000,0.428571,0.428620,0.428622,0.000002,0.000,pass
36,16.44,1.000,0.571429,0.571409,0.571406,-0.000003,-0.000,pass
36,16.44,1.000,0.714286,0.714302,0.714279,-0.000023,-0.002,pass
36,16.50,1.000,0.857143,0.857110,0.857116,0.000006,0.001,pass
36,16.44,1.000,1.000000,0.999998,0.999940,-0.000058,-0.006,pass
36,16.50,1.000,-0.142857,-0.142903,-0.143044,-0.000141,-0.014,pass
36,16.50,1.000,-0.285714,-0.285719,-0.285866,-0.000147,-0.015,pass
36,16.44,1.000,-0.428571,-0.428603,-0.428781,-0.000178,-0.018,pass
36,16.56,1.000,-0.571429,-0.571410,-0.571652,-0.000242,-0.024,pass
36,16.44,1.000,-0.714286,-0.714308,-0.714505,-0.000198,-0.020,pass
36,16.38,1.000,-0.857143,-0.857100,-0.857405,-0.000305,-0.030,pass
36,16.50,1.000,-1.000000,-1.000009,-1.000346,-0.000337,-0.034,pass
37,16.59,1.000,0.000000,0.000005,0.000025,0.000020,0.002,pass
37,16.66,1.000,0.142857,0.142918,0.142911,-0.000006,-0.001,pass
37,16.63,1.000,0.285714,0.285667,0.285739,0.000072,0.007,pass
37,16.56,1.000,0.428571,0.428620,0.428604,-0.000016,-0.002,pass
37,16.59,1.000,0.571429,0.571409,0.571434,0.000025,0.002,pass
37,16.59,1.000,0.714286,0.714302,0.714286,-0.000016,-0.002,pass
37,16.63,1.000,0.857143,0.857110,0.857208,0.000098,0.010,pass
37,16.59,1.000,1.000000,0.999998,1.000117,0.000118,0.012,pass
37,16.63,1.000,-0.142857,-0.142903,-0.142894,0.000009,0.001,pass
37,16.63,1.000,-0.285714,-0.285719,-0.285730,-0.000011,-0.001,pass
37,16.63,1.000,-0.428571,-0.428603,-0.428604,-0.000001,-0.000,pass
37,16.69,1.000,-0.571429,-0.571410,-0.571464,-0.000054,-0.005,pass
37,16.63,1.000,-0.714286,-0.714308,-0.714370,-0.000062,-0.006,pass
37,16.56,1.000,-0.857143,-0.857100,-0.857237,-0.000136,-0.014,pass
37,16.66,1.000,-1.000000,-1.000009,-1.000104,-0.000095,-0.009,pass
38,16.59,1.000,0.000000,0.000005,0.000038,0.000033,0.003,pass
38,16.66,1.000,0.142857,0.142918,0.142885,-0.000032,-0.003,pass
38,16.63,1.000,0.285714,0.285667,0.285611,-0.000057,-0.006,pass
38,16.56,1.000,0.428571,0.428620,0.428560,-0.000060,-0.006,pass
38,16.59,1.000,0.571429,0.571409,0.571453,0.000044,0.004,pass
38,16.59,1.000,0.714286,0.714302,0.714245,-0.000057,-0.006,pass
38,16.63,1.000,0.857143,0.857110,0.857176,0.000066,0.007,pass
38,16.59,1.000,1.000000,0.999998,1.000092,0.000094,0.009,pass
38,16.63,1.000,-0.142857,-0.142903,-0.142888,0.000015,0.002,pass
38,16.63,1.000,-0.285714,-0.285719,-0.285723,-0.000004,-0.000,pass
38,16.63,1.000,-0.428571,-0.428603,-0.428657,-0.000054,-0.005,pass
38,16.69,1.000,-0.571429,-0.571410,-0.571548,-0.000137,-0.014,pass
38,16.63,1.000,-0.714286,-0.714308,-0.714430,-0.000122,-0.012,pass
38,16.56,1.000,-0.857143,-0.857100,-0.857325,-0.000224,-0.022,pass
38,16.66,1.000,-1.000000,-1.000009,-1.000207,-0.000197,-0.020,pass
39,16.59,1.000,0.000000,0.000005,0.000022,0.000018,0.002,pass
39,16.66,1.000,0.142857,0.142918,0.142992,0.000074,0.007,pass
39,16.63,1.000,0.285714,0.285667,0.285777,0.000110,0.011,pass
39,16.56,1.000,0.428571,0.428620,0.428651,0.000031,0.003,pass
39,16.59,1.000,0.571429,0.571409,0.571457,0.000048,0.005,pass
39,16.59,1.000,0.714286,0.714302,0.714285,-0.000017,-0.002,pass
39,16.63,1.000,0.857143,0.857110,0.857153,0.000043,0.004,pass
39,16.59,1.000,1.000000,0.999998,0.999986,-0.000012,-0.001,pass
39,16.63,1.000,-0.142857,-0.142903,-0.142976,-0.000072,-0.007,pass
39,16.63,1.000,-0.285714,-0.285719,-0.285890,-0.000171,-0.017,pass
39,16.63,1.000,-0.428571,-0.428603,-0.428712,-0.000109,-0.011,pass
39,16.69,1.000,-0.571429,-0.571410,-0.571550,-0.000140,-0.014,pass
39,16.63,1.000,-0.714286,-0.714308,-0.714477,-0.000170,-0.017,pass
39,16.56,1.000,-0.857143,-0.857100,-0.857294,-0.000193,-0.019,pass
39,16.66,1.000,-1.000000,-1.000009,-1.000217,-0.000207,-0.021,pass
40,16.59,1.000,0.000000,0.000005,-0.000005,-0.000010,-0.001,pass
40,16.66,1.000,0.142857,0.142918,0.143008,0.000091,0.009,pass
40,16.63,1.000,0.285714,0.285667,0.285839,0.000172,0.017,pass
40,16.56,1.000,0.428571,0.428620,0.428718,0.000097,0.010,pass
40,16.59,1.000,0.571429,0.571409,0.571561,0.000152,0.015,pass
40,16.59,1.000,0.714286,0.714302,0.714334,0.000032,0.003,pass
40,16.63,1.000,0.857143,0.857110,0.857190,0.000080,0.008,pass
40,16.59,1.000,1.000000,0.999998,1.000121,0.000123,0.012,pass
40,16.63,1.000,-0.142857,-0.142903,-0.142938,-0.000035,-0.003,pass
40,16.63,1.000,-0.285714,-0.285719,-0.285799,-0.000080,-0.008,pass
40,16.63,1.000,-0.428571,-0.428603,-0.428763,-0.000160,-0.016,pass
40,16.69,1.000,-0.571429,-0.571410,-0.571616,-0.000206,-0.021,pass
40,16.63,1.000,-0.714286,-0.714308,-0.714505,-0.000197,-0.020,pass
40,16.56,1.000,-0.857143,-0.857100,-0.857376,-0.000276,-0.028,pass
40,16.66,1.000,-1.000000,-1.000009,-1.000269,-0.000260,-0.026,pass
41,16.59,1.000,0.000000,0.000005,0.000014,0.000009,0.001,pass
41,16.66,1.000,0.142857,0.142918,0.143007,0.000089,0.009,pass
41,16.63,1.000,0.285714,0.285667,0.285770,0.000102,0.010,pass
41,16.56,1.000,0.428571,0.428620,0.428563,-0.000057,-0.006,pass
41,16.59,1.000,0.571429,0.571409,0.571467,0.000058,0.006,pass
41,16.59,1.000,0.714286,0.714302,0.714210,-0.000092,-0.009,pass
41,16.63,1.000,0.857143,0.857110,0.857134,0.000024,0.002,pass
41,16.59,1.000,1.000000,0.999998,1.000030,0.000032,0.003,pass
41,16.63,1.000,-0.142857,-0.142903,-0.142856,0.000047,0.005,pass
41,16.63,1.000,-0.285714,-0.285719,-0.285736,-0.000017,-0.002,pass
41,16.63,1.000,-0.428571,-0.428603,-0.428613,-0.000009,-0.001,pass
41,16.69,1.000,-0.571429,-0.571410,-0.571474,-0.000064,-0.006,pass
41,16.63,1.000,-0.714286,-0.714308,-0.714339,-0.000031,-0.003,pass
41,16.56,1.000,-0.857143,-0.857100,-0.857224,-0.000123,-0.012,pass
41,16.66,1.000,-1.000000,-1.000009,-1.000117,-0.000108,-0.011,pass
42,16.59,1.000,0.000000,0.000005,-0.000032,-0.000037,-0.004,pass
42,16.66,1.000,0.142857,0.142918,0.143011,0.000093,0.009,pass
42,16.63,1.000,0.285714,0.285667,0.285753,0.000086,0.009,pass
42,16.56,1.000,0.428571,0.428620,0.428664,0.000044,0.004,pass
42,16.59,1.000,0.571429,0.571409,0.571432,0.000023,0.002,pass
42,16.59,1.000,0.714286,0.714302,0.714180,-0.000122,-0.012,pass
42,16.63,1.000,0.857143,0.857110,0.857156,0.000046,0.005,pass
42,16.59,1.000,1.000000,0.999998,1.000071,0.000073,0.007,pass
42,16.63,1.000,-0.142857,-0.142903,-0.142907,-0.000003,-0.000,pass
42,16.63,1.000,-0.285714,-0.285719,-0.285679,0.000040,0.004,pass
42,16.63,1.000,-0.428571,-0.428603,-0.428722,-0.000118,-0.012,pass
42,16.69,1.000,-0.571429,-0.571410,-0.571548,-0.000138,-0.014,pass
42,16.63,1.000,-0.714286,-0.714308,-0.714474,-0.000166,-0.017,pass
42,16.56,1.000,-0.857143,-0.857100,-0.857358,-0.000257,-0.026,pass
42,16.66,1.000,-1.000000,-1.000009,-1.000256,-0.000247,-0.025,pass
43,16.59,1.000,0.000000,0.000005,-0.000043,-0.000048,-0.005,pass
43,16.66,1.000,0.142857,0.142918,0.142971,0.000053,0.005,pass
43,16.63,1.000,0.285714,0.285667,0.285752,0.000085,0.008,pass
43,16.56,1.000,0.428571,0.428620,0.428598,-0.000022,-0.002,pass
43,16.59,1.000,0.571429,0.571409,0.571435,0.000025,0.003,pass
43,16.59,1.000,0.714286,0.714302,0.714202,-0.000100,-0.010,pass
43,16.63,1.000,0.857143,0.857110,0.857157,0.000047,0.005,pass
43,16.59,1.000,1.000000,0.999998,0.999992,-0.000006,-0.001,pass
43,16.63,1.000,-0.142857,-0.142903,-0.142929,-0.000026,-0.003,pass
43,16.63,1.000,-0.285714,-0.285719,-0.285801,-0.000082,-0.008,pass
43,16.63,1.000,-0.428571,-0.428603,-0.428755,-0.000152,-0.015,pass
43,16.69,1.000,-0.571429,-0.571410,-0.571515,-0.000105,-0.011,pass
43,16.63,1.000,-0.714286,-0.714308,-0.714503,-0.000195,-0.020,pass
43,16.56,1.000,-0.857143,-0.857100,-0.857302,-0.000201,-0.020,pass
43,16.66,1.000,-1.000000,-1.000009,-1.000220,-0.000210,-0.021,pass
44,16.59,1.000,0.000000,0.000005,-0.000001,-0.000006,-0.001,pass
44,16.66,1.000,0.142857,0.142918,0.142903,-0.000015,-0.002,pass
44,16.63,1.000,0.285714,0.285667,0.285700,0.000032,0.003,pass
44,16.56,1.000,0.428571,0.428620,0.428575,-0.000046,-0.005,pass
44,16.59,1.000,0.571429,0.571409,0.571445,0.000036,0.004,pass
44,16.59,1.000,0.714286,0.714302,0.714296,-0.000006,-0.001,pass
44,16.63,1.000,0.857143,0.857110,0.857273,0.000163,0.016,pass
44,16.59,1.000,1.000000,0.999998,1.000165,0.000167,0.017,pass
44,16.63,1.000,-0.142857,-0.142903,-0.143098,-0.000195,-0.019,pass
44,16.63,1.000,-0.285714,-0.285719,-0.285806,-0.000087,-0.009,pass
44,16.63,1.000,-0.428571,-0.428603,-0.428853,-0.000249,-0.025,pass
44,16.69,1.000,-0.571429,-0.571410,-0.571638,-0.000228,-0.023,pass
44,16.63,1.000,-0.714286,-0.714308,-0.714549,-0.000241,-0.024,pass
44,16.56,1.000,-0.857143,-0.857100,-0.857428,-0.000328,-0.033,pass
44,16.66,1.000,-1.000000,-1.000009,-1.000355,-0.000345,-0.035,pass
45,16.75,1.000,0.000000,0.000005,0.000003,-0.000002,-0.000,pass
45,16.81,1.000,0.142857,0.142918,0.142925,0.000007,0.001,pass
45,16.81,1.000,0.285714,0.285667,0.285751,0.000083,0.008,pass
45,16.69,1.000,0.428571,0.428620,0.428643,0.000023,0.002,pass
45,16.75,1.000,0.571429,0.571409,0.571477,0.000068,0.007,pass
45,16.75,1.000,0.714286,0.714302,0.714261,-0.000041,-0.004,pass
45,16.75,1.000,0.857143,0.857110,0.857237,0.000127,0.013,pass
45,16.75,1.000,1.000000,0.999998,1.000152,0.000154,0.015,pass
45,16.75,1.000,-0.142857,-0.142903,-0.142891,0.000012,0.001,pass
45,16.75,1.000,-0.285714,-0.285719,-0.285734,-0.000015,-0.001,pass
45,16.81,1.000,-0.428571,-0.428603,-0.428591,0.000012,0.001,pass
45,16.81,1.000,-0.571429,-0.571410,-0.571458,-0.000048,-0.005,pass
45,16.81,1.000,-0.714286,-0.714308,-0.714376,-0.000068,-0.007,pass
45,16.75,1.000,-0.857143,-0.857100,-0.857260,-0.000159,-0.016,pass
45,16.81,1.000,-1.000000,-1.000009,-1.000088,-0.000078,-0.008,pass
46,16.75,1.000,0.000000,0.000005,0.000039,0.000035,0.003,pass
46,16.81,1.000,0.142857,0.142918,0.142974,0.000056,0.006,pass
46,16.81,1.000,0.285714,0.285667,0.285812,0.000145,0.014,pass
46,16.69,1.000,0.428571,0.428620,0.428705,0.000085,0.008,pass
46,16.75,1.000,0.571429,0.571409,0.571554,0.000145,0.014,pass
46,16.75,1.000,0.714286,0.714302,0.714328,0.000026,0.003,pass
46,16.75,1.000,0.857143,0.857110,0.857208,0.000098,0.010,pass
46,16.75,1.000,1.000000,0.999998,1.000083,0.000085,0.008,pass
46,16.75,1.000,-0.142857,-0.142903,-0.142835,0.000069,0.007,pass
46,16.75,1.000,-0.285714,-0.285719,-0.285737,-0.000018,-0.002,pass
46,16.81,1.000,-0.428571,-0.428603,-0.428552,0.000051,0.005,pass
46,16.81,1.000,-0.571429,-0.571410,-0.571437,-0.000026,-0.003,pass
46,16.81,1.000,-0.714286,-0.714308,-0.714333,-0.000025,-0.002,pass
46,16.75,1.000,-0.857143,-0.857100,-0.857205,-0.000104,-0.010,pass
